participantId,trialId,trialOrder,responseId,status,description,instruction,responsePrompt,answer,duration,cleanedDuration,parameters_taskid,parameters_itemWidthMM,parameters_itemHeightMM,parameters_blindspotAngle,parameters_taskType,parameters_params
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_48","11","windowEvents","undefined","undefined","undefined","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":76,""mousedown"":4,""mouseup"":4,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_46","12","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.67","7243","7243","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_46","12","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","70.99999999999999","7243","7243","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_46","12","windowEvents","undefined","undefined","undefined","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":40,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_20","13","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.42","5887","5887","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_20","13","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","121.00000000000001","5887","5887","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_20","13","windowEvents","undefined","undefined","undefined","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":40,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_8","14","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.47","8841","8841","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_8","14","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","111","8841","8841","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_8","14","windowEvents","undefined","undefined","undefined","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":49,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_17","15","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.57","9485","9485","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_17","15","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","91","9485","9485","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_17","15","windowEvents","undefined","undefined","undefined","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":60,""mousedown"":3,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_32","16","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.46","29824","29824","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_32","16","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","113","29824","29824","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_32","16","windowEvents","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":103,""mousedown"":4,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_6","17","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.58","4693","4693","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_6","17","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","89.00000000000001","4693","4693","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_6","17","windowEvents","undefined","undefined","undefined","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":29,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","attention_check","18","attention_check","completed","undefined","undefined","During this study, you will be asked to look at graphs of _____ prices. 

 What should _____ be?","48","49170","49170","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","attention_check","18","windowEvents","undefined","undefined","undefined","undefined","{""focus"":4,""input"":1,""keydown"":3,""keyup"":1,""mousemove"":78,""mousedown"":11,""mouseup"":12,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_10","19","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.61","11724","11724","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_10","19","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","83","11724","11724","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_10","19","windowEvents","undefined","undefined","undefined","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":58,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_26","20","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.73","17173","17173","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_26","20","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","59","17173","17173","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_26","20","windowEvents","undefined","undefined","undefined","undefined","{""focus"":4,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":54,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_29","21","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.42","10055","10055","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_29","21","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","121.00000000000001","10055","10055","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_29","21","windowEvents","undefined","undefined","undefined","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":65,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_41","22","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.51","6856","6856","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_41","22","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","103","6856","6856","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_41","22","windowEvents","undefined","undefined","undefined","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":52,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_34","23","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.71","6599","6599","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_34","23","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","63.00000000000001","6599","6599","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_34","23","windowEvents","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":44,""mousedown"":2,""mouseup"":3,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_4","24","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.51","6399","6399","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_4","24","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","103","6399","6399","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_4","24","windowEvents","undefined","undefined","undefined","undefined","{""focus"":3,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":44,""mousedown"":3,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_39","25","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.38","6176","6176","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_39","25","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","129","6176","6176","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_39","25","windowEvents","undefined","undefined","undefined","undefined","{""focus"":1,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":30,""mousedown"":1,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_14","26","numericResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","0.62","5654","5654","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_14","26","pixelResponse","completed","undefined","***Experiment Instructions.*** Please read the following paragraphs carefully. You will be asked questions about the information in the paragraphs. 

***Scenario:*** Assume that you are a stock market investor. You are investing your own money in stocks, and you want to determine the average price of a stock over time in order to pick the best investment.

***Task:*** In this experiment, you will be shown graphs of stock prices over a one-year period like the one below. Your task is to determine the average stock price for that year. **What is the average stock price?** 

***Response:*** To indicate the average stock price, use your mouse to click and drag the handle on the slider, which will show a dotted red line. Move the line to where you think the average stock price is for that year. You can readjust the line by clicking, dragging, or using the left and right arrow keys. Once you are happy with your judgment of the average stock price, click the next button.","Numeric response of slider to Mortiz question","81","5654","5654","Moritz","undefined","undefined","undefined","moritz","[object Object]"
"6732c880-99d0-47fa-aea4-1b9eeee6ce86","pointArc_task_14","26","windowEvents","undefined","undefined","undefined","undefined","{""focus"":2,""input"":0,""keydown"":0,""keyup"":0,""mousemove"":36,""mousedown"":2,""mouseup"":2,""resize"":0,""scroll"":0,""visibility"":0}","undefined","undefined","undefined","undefined","undefined","undefined","undefined","undefined"
